customer_id,gender,age,city,tenure_months,income,membership_type,signup_date
CUST000213,Male,18,Hyderabad,6,230766,Silver,2022-04-08
CUST000214,Male,60,Bangalore,71,202958,Gold,2024-08-18
CUST000215,Male,49,Bangalore,52,28568,Gold,2022-05-05
CUST000216,Male,58,Kolkata,28,86980,Silver,2022-05-01
CUST000217,Female,35,Hyderabad,45,146680,Platinum,2021-09-06
CUST000218,Male,22,Bangalore,39,164558,Gold,2022-06-10
CUST000219,Female,59,Mumbai,11,136727,Platinum,2022-08-13
CUST000220,Male,32,Chennai,50,55528,Silver,2023-09-16
CUST000221,Male,59,Kolkata,34,29115,Gold,2024-08-06
CUST000222,Male,33,Mumbai,35,215275,Silver,2020-12-03
CUST000223,Female,53,Bangalore,71,237003,Gold,2023-11-02
CUST000224,Female,53,Pune,23,183753,Platinum,2022-11-18
CUST000225,Female,57,Kolkata,1,241903,Platinum,2021-02-01
CUST000226,Female,47,Hyderabad,20,33139,Platinum,2021-07-25
CUST000227,Male,55,Pune,32,40011,Platinum,2020-10-30
CUST000228,Female,40,Delhi,54,191483,Gold,2020-06-06
CUST000229,Male,28,Hyderabad,20,107171,Silver,2021-05-22
CUST000230,Male,42,Chennai,69,68491,Platinum,2024-11-23
CUST000231,Female,62,Hyderabad,21,134385,Silver,2022-11-11
CUST000232,Female,68,Mumbai,66,204464,Silver,2020-10-28
CUST000233,Female,60,Hyderabad,13,193409,Platinum,2021-02-06
CUST000234,Female,19,Delhi,46,169513,Silver,2021-08-26
CUST000235,Female,52,Kolkata,24,131005,Gold,2022-12-19
CUST000236,Female,64,Kolkata,26,184831,Silver,2024-01-14
CUST000237,Female,41,Pune,33,186492,Silver,2025-03-26
CUST000238,Female,30,Delhi,41,125420,Silver,2023-09-16
CUST000239,Male,59,Mumbai,1,59090,Silver,2021-07-10
CUST000240,Female,54,Pune,9,172264,Gold,2023-02-14
CUST000241,Female,47,Delhi,59,169061,Platinum,2023-04-29
CUST000242,Male,28,Kolkata,43,201907,Silver,2022-03-05
CUST000243,Female,40,Pune,26,241462,Gold,2024-08-05
CUST000244,Male,63,Delhi,39,200538,Silver,2024-04-14
CUST000245,Male,45,Mumbai,54,48739,Silver,2023-08-14
CUST000246,Female,46,Pune,22,204458,Silver,2024-05-03
CUST000247,Male,69,Hyderabad,15,55552,Silver,2024-06-14
CUST000248,Male,32,Hyderabad,25,217971,Gold,2020-10-21
CUST000249,Male,62,Chennai,53,165111,Platinum,2020-08-08
CUST000250,Male,20,Kolkata,10,206991,Silver,2021-11-17
CUST000251,Female,26,Chennai,18,103137,Platinum,2022-06-22
CUST000252,Male,25,Mumbai,50,91498,Silver,2024-05-19
CUST000253,Female,64,Hyderabad,29,128007,Silver,2021-01-16
CUST000254,Male,50,Hyderabad,17,76096,Silver,2020-11-06
CUST000255,Male,51,Hyderabad,58,236833,Silver,2022-04-09
CUST000256,Male,26,Bangalore,4,58054,Silver,2020-09-09
CUST000257,Male,34,Hyderabad,68,65068,Silver,2023-02-14
CUST000258,Female,58,Bangalore,53,229676,Silver,2021-09-09
CUST000259,Female,18,Delhi,4,221215,Silver,2022-10-23
CUST000260,Male,57,Kolkata,13,200484,Gold,2022-11-04
CUST000261,Male,22,Kolkata,50,186561,Gold,2023-02-17
CUST000262,Female,47,Pune,53,49861,Silver,2022-02-08
CUST000263,Male,28,Pune,56,141071,Silver,2021-09-08
CUST000264,Male,45,Bangalore,70,187219,Silver,2021-10-24
CUST000265,Male,55,Mumbai,69,148315,Silver,2022-04-17
CUST000266,Female,34,Pune,55,230011,Gold,2024-07-08
CUST000267,Female,67,Pune,33,49896,Platinum,2022-10-10
CUST000268,Female,40,Bangalore,70,48034,Silver,2021-07-08
CUST000269,Male,35,Chennai,34,210614,Silver,2020-11-08
CUST000270,Male,54,Hyderabad,69,111641,Gold,2025-01-28
CUST000271,Female,44,Pune,58,245840,Silver,2024-04-13
CUST000272,Female,42,Chennai,36,20970,Silver,2021-01-11
CUST000273,Female,22,Mumbai,13,91990,Silver,2023-04-24
CUST000274,Female,36,Chennai,7,171643,Gold,2024-07-24
CUST000275,Male,44,Kolkata,57,93585,Silver,2022-04-16
CUST000276,Female,30,Delhi,9,152590,Gold,2021-01-12
CUST000277,Male,24,Delhi,26,20078,Silver,2022-04-16
CUST000278,Female,43,Bangalore,55,88961,Silver,2023-07-09
CUST000279,Male,31,Pune,23,175732,Gold,2021-07-31
CUST000280,Female,44,Bangalore,56,50905,Platinum,2020-10-02
CUST000281,Female,25,Bangalore,26,241607,Gold,2025-03-10
CUST000282,Female,48,Bangalore,49,117608,Platinum,2020-08-10
CUST000283,Female,52,Chennai,52,101041,Silver,2024-03-31
CUST000284,Male,44,Kolkata,66,103150,Platinum,2023-09-17
CUST000285,Female,21,Hyderabad,61,50007,Silver,2022-06-27
CUST000286,Male,59,Kolkata,16,174471,Gold,2023-07-10
CUST000287,Male,21,Delhi,20,121609,Gold,2023-11-25
CUST000288,Male,35,Chennai,4,219842,Platinum,2023-03-09
CUST000289,Male,40,Delhi,50,228235,Gold,2020-11-22
CUST000290,Female,49,Chennai,42,56233,Gold,2024-02-14
CUST000291,Male,29,Delhi,10,183568,Silver,2023-12-11
CUST000292,Male,69,Hyderabad,4,165670,Gold,2023-01-07
CUST000293,Male,37,Hyderabad,56,79303,Gold,2023-01-13
CUST000294,Female,64,Mumbai,66,217175,Gold,2023-08-08
CUST000295,Female,62,Hyderabad,62,70144,Silver,2022-11-06
CUST000296,Female,29,Delhi,12,175645,Gold,2020-05-10
CUST000297,Female,25,Hyderabad,40,241516,Gold,2021-01-15
CUST000298,Male,39,Hyderabad,45,202905,Gold,2025-04-09
CUST000299,Male,44,Hyderabad,36,58800,Gold,2022-06-10
CUST000300,Female,58,Bangalore,50,70453,Silver,2025-04-30
CUST000301,Male,69,Chennai,54,123806,Gold,2023-10-31
CUST000302,Male,58,Pune,67,168085,Silver,2021-03-02
CUST000303,Male,34,Pune,39,180022,Silver,2022-07-18
CUST000304,Female,49,Hyderabad,6,138059,Gold,2025-04-17
CUST000305,Female,50,Bangalore,65,34554,Platinum,2022-05-29
CUST000306,Male,48,Delhi,12,130530,Gold,2021-07-12
CUST000307,Female,23,Mumbai,1,40094,Gold,2021-04-11
CUST000308,Female,56,Chennai,36,97036,Gold,2023-09-01
CUST000309,Female,26,Chennai,38,40860,Silver,2023-07-07
CUST000310,Female,59,Kolkata,48,34902,Gold,2024-03-15
CUST000311,Female,49,Pune,47,101147,Silver,2023-08-06
CUST000312,Male,53,Mumbai,3,220753,Gold,2024-02-13
CUST000313,Female,33,Chennai,50,58907,Silver,2025-05-05
CUST000314,Male,29,Kolkata,51,64049,Silver,2024-06-29
CUST000315,Male,58,Pune,45,105240,Gold,2023-08-09
CUST000316,Female,20,Delhi,20,49285,Silver,2021-10-29
CUST000317,Male,44,Bangalore,46,180246,Silver,2020-12-04
CUST000318,Male,44,Hyderabad,11,33594,Gold,2022-08-22
CUST000319,Male,26,Bangalore,56,184468,Platinum,2021-11-26
CUST000320,Female,34,Kolkata,1,189634,Silver,2023-06-25
CUST000321,Female,63,Pune,30,99838,Gold,2022-01-07
CUST000322,Male,22,Hyderabad,60,217280,Platinum,2023-02-05
CUST000323,Female,43,Kolkata,41,130035,Gold,2024-10-04
CUST000324,Female,38,Chennai,52,217656,Platinum,2022-05-19
CUST000325,Female,18,Kolkata,20,140403,Gold,2023-08-15
CUST000326,Female,18,Pune,30,127903,Platinum,2021-08-20
CUST000327,Male,52,Chennai,45,119158,Platinum,2025-05-01
CUST000328,Male,26,Hyderabad,12,231419,Silver,2020-07-10
CUST000329,Female,40,Mumbai,39,78939,Silver,2020-05-15
CUST000330,Female,55,Mumbai,66,20510,Silver,2021-08-02
CUST000331,Male,58,Pune,48,106821,Gold,2024-09-28
CUST000332,Male,21,Pune,13,167767,Gold,2021-06-22
CUST000333,Female,69,Kolkata,62,85402,Silver,2020-08-30
CUST000334,Male,36,Delhi,18,163701,Gold,2021-03-14
CUST000335,Female,54,Bangalore,19,171530,Silver,2020-12-22
CUST000336,Female,22,Mumbai,27,194005,Silver,2021-08-13
CUST000337,Male,45,Hyderabad,11,248513,Silver,2023-06-09
CUST000338,Male,63,Kolkata,30,29993,Gold,2023-09-22
CUST000339,Female,59,Bangalore,1,152752,Gold,2024-06-15
CUST000340,Female,65,Pune,59,88690,Gold,2023-01-07
CUST000341,Male,40,Chennai,8,134363,Gold,2021-04-07
CUST000342,Female,55,Bangalore,63,219748,Silver,2023-03-27
CUST000343,Male,69,Kolkata,22,48356,Gold,2023-09-20
CUST000344,Female,40,Bangalore,20,68801,Platinum,2020-10-22
CUST000345,Male,63,Delhi,14,95566,Platinum,2020-10-03
CUST000346,Male,35,Kolkata,19,141614,Silver,2024-06-17
CUST000347,Male,46,Pune,39,37134,Gold,2021-04-06
CUST000348,Female,45,Bangalore,38,107609,Gold,2020-06-16
CUST000349,Female,26,Bangalore,50,85921,Gold,2024-12-19
CUST000350,Male,56,Pune,6,184663,Silver,2022-03-17
CUST000351,Female,67,Mumbai,26,186563,Silver,2023-10-20
CUST000352,Male,27,Bangalore,49,117621,Silver,2023-11-26
CUST000353,Male,19,Bangalore,20,237989,Platinum,2023-10-31
CUST000354,Female,30,Chennai,25,212410,Silver,2022-02-15
CUST000355,Female,55,Mumbai,8,137481,Silver,2021-11-30
CUST000356,Male,44,Kolkata,27,217989,Silver,2024-03-01
CUST000357,Female,58,Chennai,21,89148,Gold,2020-08-04
CUST000358,Female,37,Mumbai,13,79898,Silver,2020-09-08
CUST000359,Male,57,Hyderabad,47,211567,Platinum,2024-12-06
CUST000360,Male,27,Hyderabad,5,73631,Platinum,2021-09-29
CUST000361,Female,33,Delhi,71,201496,Platinum,2023-03-01
CUST000362,Male,32,Bangalore,13,197250,Silver,2020-08-28
CUST000363,Male,30,Pune,24,177758,Silver,2023-02-08
CUST000364,Female,67,Hyderabad,39,168520,Gold,2022-03-23
CUST000365,Male,55,Kolkata,68,105673,Platinum,2022-09-22
CUST000366,Male,37,Kolkata,57,172133,Gold,2024-01-01
CUST000367,Female,41,Pune,55,147806,Silver,2023-05-23
CUST000368,Female,58,Hyderabad,60,115585,Gold,2022-01-10
CUST000369,Male,67,Mumbai,53,72074,Silver,2025-02-26
CUST000370,Male,24,Chennai,23,95240,Platinum,2020-11-05
CUST000371,Female,40,Pune,44,49757,Gold,2022-06-05
CUST000372,Female,41,Delhi,62,118593,Silver,2022-01-10
CUST000373,Female,46,Chennai,38,32146,Silver,2024-10-16
CUST000374,Female,22,Mumbai,58,45240,Silver,2024-11-05
CUST000375,Male,60,Delhi,14,123845,Gold,2025-05-09
CUST000376,Female,62,Pune,36,245453,Gold,2025-01-09
CUST000377,Female,52,Hyderabad,57,147977,Platinum,2020-07-19
CUST000378,Male,18,Chennai,56,66988,Platinum,2020-08-05
CUST000379,Female,53,Mumbai,41,71852,Silver,2024-07-11
CUST000380,Male,68,Hyderabad,5,102342,Platinum,2025-03-10
CUST000381,Female,35,Delhi,16,113794,Silver,2023-03-09
CUST000382,Female,23,Kolkata,17,207970,Platinum,2023-06-22
CUST000383,Female,40,Pune,31,58581,Gold,2022-03-31
CUST000384,Male,27,Mumbai,12,220163,Gold,2020-11-13
CUST000385,Male,24,Hyderabad,8,235348,Platinum,2020-06-13
CUST000386,Female,61,Delhi,13,28626,Silver,2024-12-27
CUST000387,Male,25,Kolkata,23,58428,Silver,2020-10-30
CUST000388,Male,30,Mumbai,5,201574,Platinum,2024-08-12
CUST000389,Male,47,Delhi,3,176733,Gold,2021-06-20
CUST000390,Male,35,Mumbai,69,57508,Gold,2024-08-03
CUST000391,Male,31,Mumbai,42,123730,Platinum,2021-07-31
CUST000392,Male,28,Chennai,42,218972,Gold,2023-02-18
CUST000393,Female,59,Bangalore,25,169541,Silver,2020-08-24
CUST000394,Female,55,Chennai,24,226334,Gold,2021-05-12
CUST000395,Male,30,Hyderabad,54,159527,Silver,2023-07-19
CUST000396,Female,59,Bangalore,39,104821,Silver,2023-08-02
CUST000397,Female,61,Mumbai,60,57234,Silver,2024-02-10
CUST000398,Female,50,Delhi,46,125593,Gold,2023-03-06
CUST000399,Female,67,Hyderabad,61,122015,Silver,2025-01-16
CUST000400,Male,30,Delhi,46,72565,Silver,2023-12-25
CUST000401,Female,42,Chennai,22,56326,Gold,2021-02-08
CUST000402,Female,41,Delhi,65,139069,Gold,2022-10-26
CUST000403,Male,46,Pune,12,105009,Gold,2021-12-02
CUST000404,Male,53,Kolkata,8,99941,Silver,2022-05-29
CUST000405,Female,23,Mumbai,12,39317,Silver,2022-06-28
CUST000406,Female,35,Delhi,60,52884,Gold,2022-02-15
CUST000407,Female,45,Mumbai,21,92038,Platinum,2023-05-04
CUST000408,Female,22,Bangalore,9,63885,Gold,2025-04-24
CUST000409,Female,35,Chennai,28,159841,Gold,2023-10-09
CUST000410,Female,54,Pune,71,126821,Silver,2023-01-22
CUST000411,Male,24,Pune,42,40407,Silver,2022-03-30
CUST000412,Female,26,Bangalore,33,85195,Platinum,2023-08-13
CUST000413,Female,52,Delhi,46,57763,Silver,2023-08-01
CUST000414,Male,29,Pune,64,65237,Gold,2022-04-20
CUST000415,Male,69,Mumbai,23,90798,Platinum,2021-01-26
CUST000416,Male,63,Kolkata,53,127556,Gold,2022-09-01
CUST000417,Male,57,Hyderabad,65,60305,Silver,2020-09-08
CUST000418,Female,61,Chennai,55,99520,Gold,2021-07-24
CUST000419,Female,56,Bangalore,39,33498,Silver,2022-01-17
CUST000420,Female,41,Chennai,64,229128,Silver,2024-10-01
CUST000421,Female,26,Chennai,19,34865,Silver,2024-11-16
CUST000422,Female,29,Bangalore,4,239943,Gold,2020-12-26
CUST000423,Female,53,Kolkata,7,84909,Gold,2023-03-28
CUST000424,Male,54,Delhi,29,199698,Silver,2022-06-27
