customer_id,status,flag
CUST000115,No,0
CUST000116,No,0
CUST000117,No,0
CUST000118,Yes,1
CUST000119,No,0
CUST000120,No,0
CUST000121,No,0
CUST000122,No,0
CUST000123,Yes,1
CUST000124,Yes,1
CUST000125,Yes,1
CUST000126,No,0
CUST000127,No,0
CUST000128,No,0
CUST000129,Yes,1
CUST000130,No,0
CUST000131,Yes,1
CUST000132,Yes,1
CUST000133,Yes,1
CUST000134,Yes,1
CUST000135,No,0
CUST000136,No,0
CUST000137,No,0
CUST000138,No,0
CUST000139,No,0
CUST000140,No,0
CUST000141,No,0
CUST000142,No,0
CUST000143,No,0
CUST000144,No,0
CUST000145,No,0
CUST000146,Yes,1
CUST000147,No,0
CUST000148,No,0
CUST000149,Yes,1
CUST000150,No,0
CUST000151,No,0
CUST000152,No,0
CUST000153,No,0
CUST000154,Yes,1
CUST000155,No,0
CUST000156,No,0
CUST000157,No,0
CUST000158,No,0
CUST000159,Yes,1
CUST000160,No,0
CUST000161,Yes,1
CUST000162,No,0
CUST000163,No,0
CUST000164,No,0
CUST000165,Yes,1
CUST000166,No,0
CUST000167,Yes,1
CUST000168,Yes,1
CUST000169,Yes,1
CUST000170,No,0
CUST000171,No,0
CUST000172,Yes,1
CUST000173,No,0
CUST000174,No,0
CUST000175,No,0
CUST000176,Yes,1
CUST000177,No,0
CUST000178,No,0
CUST000179,No,0
CUST000180,Yes,1
CUST000181,No,0
CUST000182,No,0
CUST000183,No,0
CUST000184,No,0
CUST000185,No,0
CUST000186,No,0
CUST000187,No,0
CUST000188,No,0
CUST000189,No,0
CUST000190,Yes,1
CUST000191,No,0
CUST000192,No,0
CUST000193,No,0
CUST000194,No,0
CUST000195,No,0
CUST000196,Yes,1
CUST000197,No,0
CUST000198,No,0
CUST000199,No,0
CUST000200,No,0
CUST000201,No,0
CUST000202,Yes,1
CUST000203,Yes,1
CUST000204,No,0
CUST000205,No,0
CUST000206,Yes,1
CUST000207,Yes,1
CUST000208,No,0
CUST000209,Yes,1
CUST000210,Yes,1
CUST000211,No,0
CUST000212,Yes,1
CUST000213,Yes,1
CUST000214,No,0
CUST000215,No,0
CUST000216,No,0
CUST000217,No,0
CUST000218,No,0
CUST000219,No,0
CUST000220,No,0
CUST000221,No,0
CUST000222,No,0
CUST000223,No,0
CUST000224,No,0
CUST000225,Yes,1
CUST000226,Yes,1
CUST000227,No,0
CUST000228,No,0
CUST000229,No,0
CUST000230,No,0
CUST000231,No,0
CUST000232,No,0
CUST000233,No,0
CUST000234,No,0
CUST000235,No,0
CUST000236,No,0
CUST000237,Yes,1
CUST000238,Yes,1
CUST000239,No,0
CUST000240,Yes,1
CUST000241,No,0
CUST000242,No,0
CUST000243,No,0
CUST000244,No,0
CUST000245,Yes,1
CUST000246,No,0
CUST000247,Yes,1
CUST000248,No,0
CUST000249,No,0
CUST000250,No,0
CUST000251,No,0
CUST000252,No,0
CUST000253,No,0
CUST000254,Yes,1
CUST000255,Yes,1
CUST000256,Yes,1
CUST000257,No,0
CUST000258,No,0
CUST000259,Yes,1
CUST000260,Yes,1
CUST000261,No,0
CUST000262,No,0
CUST000263,No,0
CUST000264,No,0
CUST000265,No,0
CUST000266,No,0
CUST000267,No,0
CUST000268,No,0
CUST000269,No,0
CUST000270,No,0
CUST000271,No,0
CUST000272,No,0
CUST000273,No,0
CUST000274,No,0
CUST000275,No,0
CUST000276,No,0
CUST000277,Yes,1
CUST000278,No,0
CUST000279,No,0
CUST000280,No,0
CUST000281,No,0
CUST000282,No,0
CUST000283,Yes,1
CUST000284,No,0
CUST000285,No,0
CUST000286,Yes,1
CUST000287,No,0
CUST000288,No,0
CUST000289,No,0
CUST000290,No,0
CUST000291,Yes,1
CUST000292,Yes,1
CUST000293,No,0
CUST000294,No,0
CUST000295,No,0
CUST000296,No,0
CUST000297,No,0
CUST000298,Yes,1
CUST000299,No,0
CUST000300,Yes,1
CUST000301,No,0
CUST000302,No,0
CUST000303,No,0
CUST000304,No,0
CUST000305,No,0
CUST000306,No,0
CUST000307,No,0
CUST000308,No,0
CUST000309,No,0
CUST000310,No,0
CUST000311,Yes,1
CUST000312,Yes,1
CUST000313,Yes,1
CUST000314,No,0
CUST000315,No,0
CUST000316,No,0
CUST000317,Yes,1
CUST000318,Yes,1
CUST000319,No,0
CUST000320,Yes,1
CUST000321,No,0
CUST000322,No,0
CUST000323,No,0
CUST000324,No,0
CUST000325,No,0
CUST000326,No,0
CUST000327,No,0
CUST000328,No,0
CUST000329,No,0
CUST000330,Yes,1
CUST000331,No,0
CUST000332,No,0
CUST000333,Yes,1
CUST000334,Yes,1
CUST000335,Yes,1
CUST000336,Yes,1
CUST000337,No,0
CUST000338,No,0
CUST000339,No,0
CUST000340,Yes,1
CUST000341,No,0
CUST000342,No,0
CUST000343,No,0
CUST000344,No,0
CUST000345,Yes,1
CUST000346,Yes,1
CUST000347,No,0
CUST000348,Yes,1
CUST000349,No,0
CUST000350,Yes,1
CUST000351,No,0
CUST000352,No,0
CUST000353,No,0
CUST000354,Yes,1
CUST000355,Yes,1
CUST000356,Yes,1
CUST000357,Yes,1
CUST000358,No,0
CUST000359,No,0
CUST000360,No,0
CUST000361,No,0
CUST000362,No,0
CUST000363,Yes,1
CUST000364,No,0
CUST000365,No,0
CUST000366,No,0
CUST000367,No,0
CUST000368,No,0
CUST000369,No,0
CUST000370,Yes,1
CUST000371,Yes,1
CUST000372,Yes,1
CUST000373,Yes,1
CUST000374,No,0
CUST000375,Yes,1
CUST000376,No,0
CUST000377,No,0
CUST000378,Yes,1
CUST000379,No,0
CUST000380,Yes,1
CUST000381,Yes,1
CUST000382,No,0
CUST000383,No,0
CUST000384,No,0
CUST000385,No,0
CUST000386,No,0
CUST000387,No,0
CUST000388,Yes,1
CUST000389,No,0
CUST000390,No,0
CUST000391,No,0
CUST000392,No,0
CUST000393,No,0
CUST000394,No,0
CUST000395,No,0
CUST000396,No,0
CUST000397,No,0
CUST000398,No,0
CUST000399,No,0
CUST000400,No,0
CUST000401,No,0
CUST000402,No,0
CUST000403,No,0
CUST000404,No,0
CUST000405,Yes,1
CUST000406,No,0
CUST000407,Yes,1
CUST000408,Yes,1
CUST000409,No,0
CUST000410,Yes,1
CUST000411,No,0
CUST000412,No,0
CUST000413,No,0
CUST000414,No,0
CUST000415,No,0
CUST000416,No,0
CUST000417,Yes,1
CUST000418,No,0
CUST000419,No,0
CUST000420,No,0
CUST000421,No,0
CUST000422,No,0
CUST000423,Yes,1
CUST000424,Yes,1
CUST000425,Yes,1
CUST000426,No,0
CUST000427,No,0
CUST000428,No,0
CUST000429,Yes,1
CUST000430,Yes,1
CUST000431,No,0
CUST000432,No,0
CUST000433,No,0
CUST000434,Yes,1
CUST000435,Yes,1
CUST000436,No,0
CUST000437,Yes,1
CUST000438,No,0
CUST000439,No,0
CUST000440,Yes,1
CUST000441,Yes,1
CUST000442,No,0
CUST000443,No,0
CUST000444,No,0
CUST000445,No,0
CUST000446,No,0
CUST000447,No,0
CUST000448,No,0
CUST000449,Yes,1
CUST000450,Yes,1
CUST000451,No,0
CUST000452,No,0
CUST000453,No,0
CUST000454,No,0
CUST000455,Yes,1
CUST000456,No,0
CUST000457,Yes,1
CUST000458,No,0
CUST000459,Yes,1
CUST000460,Yes,1
CUST000461,No,0
CUST000462,No,0
CUST000463,No,0
CUST000464,No,0
CUST000465,No,0
CUST000466,No,0
CUST000467,Yes,1
CUST000468,No,0
CUST000469,Yes,1
CUST000470,No,0
CUST000471,Yes,1
CUST000472,No,0
CUST000473,Yes,1
CUST000474,No,0
CUST000475,No,0
CUST000476,No,0
CUST000477,Yes,1
CUST000478,No,0
CUST000479,No,0
CUST000480,No,0
CUST000481,No,0
CUST000482,No,0
CUST000483,No,0
CUST000484,No,0
CUST000485,No,0
CUST000486,No,0
CUST000487,Yes,1
CUST000488,No,0
CUST000489,No,0
CUST000490,No,0
CUST000491,No,0
CUST000492,No,0
CUST000493,No,0
CUST000494,No,0
CUST000495,No,0
CUST000496,No,0
CUST000497,No,0
CUST000498,Yes,1
CUST000499,No,0
CUST000500,No,0
CUST000501,No,0
CUST000502,No,0
CUST000503,Yes,1
CUST000504,No,0
CUST000505,No,0
CUST000506,Yes,1
CUST000507,No,0
CUST000508,No,0
CUST000509,No,0
CUST000510,No,0
CUST000511,No,0
CUST000512,Yes,1
CUST000513,No,0
CUST000514,No,0
CUST000515,Yes,1
CUST000516,Yes,1
CUST000517,No,0
CUST000518,No,0
CUST000519,No,0
CUST000520,Yes,1
CUST000521,Yes,1
CUST000522,No,0
CUST000523,No,0
CUST000524,No,0
CUST000525,No,0
CUST000526,No,0
CUST000527,Yes,1
CUST000528,No,0
CUST000529,Yes,1
CUST000530,No,0
CUST000531,No,0
CUST000532,No,0
CUST000533,No,0
CUST000534,No,0
CUST000535,No,0
CUST000536,No,0
CUST000537,No,0
CUST000538,No,0
CUST000539,No,0
CUST000540,Yes,1
CUST000541,No,0
CUST000542,No,0
CUST000543,No,0
CUST000544,No,0
CUST000545,No,0
CUST000546,No,0
CUST000547,Yes,1
CUST000548,No,0
CUST000549,No,0
CUST000550,No,0
CUST000551,No,0
CUST000552,No,0
CUST000553,No,0
CUST000554,No,0
CUST000555,No,0
CUST000556,No,0
CUST000557,Yes,1
CUST000558,Yes,1
CUST000559,No,0
CUST000560,No,0
CUST000561,No,0
CUST000562,Yes,1
CUST000563,No,0
CUST000564,Yes,1
CUST000565,No,0
CUST000566,No,0
CUST000567,Yes,1
CUST000568,No,0
CUST000569,No,0
CUST000570,Yes,1
CUST000571,No,0
CUST000572,No,0
CUST000573,No,0
CUST000574,No,0
CUST000575,No,0
CUST000576,No,0
CUST000577,Yes,1
CUST000578,No,0
CUST000579,No,0
CUST000580,No,0
CUST000581,No,0
CUST000582,No,0
CUST000583,Yes,1
CUST000584,No,0
CUST000585,No,0
CUST000586,Yes,1
CUST000587,Yes,1
CUST000588,Yes,1
CUST000589,Yes,1
CUST000590,Yes,1
CUST000591,Yes,1
CUST000592,No,0
CUST000593,No,0
CUST000594,Yes,1
CUST000595,No,0
CUST000596,No,0
CUST000597,No,0
CUST000598,Yes,1
CUST000599,No,0
CUST000600,Yes,1
CUST000601,Yes,1
CUST000602,No,0
CUST000603,No,0
CUST000604,Yes,1
CUST000605,No,0
CUST000606,No,0
CUST000607,No,0
CUST000608,Yes,1
CUST000609,Yes,1
CUST000610,No,0
CUST000611,Yes,1
CUST000612,No,0
CUST000613,No,0
CUST000614,Yes,1
CUST000615,No,0
CUST000616,No,0
CUST000617,Yes,1
CUST000618,Yes,1
CUST000619,No,0
CUST000620,No,0
CUST000621,Yes,1
CUST000622,No,0
CUST000623,No,0
CUST000624,Yes,1
CUST000625,No,0
CUST000626,No,0
CUST000627,No,0
CUST000628,No,0
CUST000629,Yes,1
CUST000630,Yes,1
CUST000631,No,0
CUST000632,No,0
CUST000633,No,0
CUST000634,Yes,1
CUST000635,Yes,1
CUST000636,No,0
CUST000637,No,0
CUST000638,Yes,1
CUST000639,No,0
CUST000640,No,0
CUST000641,Yes,1
CUST000642,Yes,1
CUST000643,Yes,1
CUST000644,No,0
CUST000645,Yes,1
CUST000646,No,0
CUST000647,No,0
CUST000648,No,0
CUST000649,No,0
CUST000650,No,0
CUST000651,Yes,1
CUST000652,No,0
CUST000653,No,0
CUST000654,No,0
CUST000655,No,0
CUST000656,Yes,1
CUST000657,Yes,1
CUST000658,No,0
CUST000659,No,0
CUST000660,No,0
CUST000661,No,0
CUST000662,No,0
CUST000663,No,0
CUST000664,Yes,1
CUST000665,No,0
CUST000666,Yes,1
CUST000667,No,0
CUST000668,Yes,1
CUST000669,Yes,1
CUST000670,Yes,1
CUST000671,Yes,1
CUST000672,No,0
CUST000673,Yes,1
CUST000674,No,0
CUST000675,Yes,1
CUST000676,No,0
CUST000677,Yes,1
CUST000678,Yes,1
CUST000679,No,0
CUST000680,No,0
CUST000681,No,0
CUST000682,Yes,1
CUST000683,Yes,1
CUST000684,No,0
CUST000685,No,0
CUST000686,Yes,1
CUST000687,No,0
CUST000688,Yes,1
CUST000689,No,0
CUST000690,Yes,1
CUST000691,Yes,1
CUST000692,No,0
CUST000693,No,0
CUST000694,No,0
CUST000695,Yes,1
CUST000696,No,0
CUST000697,No,0
CUST000698,No,0
CUST000699,Yes,1
CUST000700,No,0
CUST000701,No,0
CUST000702,Yes,1
CUST000703,No,0
CUST000704,No,0
CUST000705,Yes,1
CUST000706,No,0
CUST000707,No,0
CUST000708,No,0
CUST000709,Yes,1
CUST000710,No,0
CUST000711,No,0
CUST000712,No,0
CUST000713,No,0
CUST000714,Yes,1
CUST000715,No,0
CUST000716,No,0
CUST000717,No,0
CUST000718,No,0
CUST000719,Yes,1
CUST000720,No,0
CUST000721,No,0
CUST000722,No,0
CUST000723,Yes,1
CUST000724,No,0
CUST000725,No,0
CUST000726,No,0
CUST000727,No,0
CUST000728,No,0
CUST000729,No,0
CUST000730,Yes,1
CUST000731,Yes,1
CUST000732,No,0
CUST000733,No,0
CUST000734,No,0
CUST000735,No,0
CUST000736,No,0
CUST000737,No,0
CUST000738,No,0
CUST000739,No,0
CUST000740,Yes,1
CUST000741,No,0
CUST000742,Yes,1
CUST000743,No,0
CUST000744,No,0
CUST000745,Yes,1
CUST000746,No,0
CUST000747,Yes,1
CUST000748,No,0
CUST000749,No,0
CUST000750,No,0
CUST000751,Yes,1
CUST000752,No,0
CUST000753,No,0
CUST000754,Yes,1
CUST000755,Yes,1
CUST000756,No,0
CUST000757,No,0
CUST000758,No,0
CUST000759,No,0
CUST000760,No,0
CUST000761,Yes,1
CUST000762,No,0
CUST000763,Yes,1
CUST000764,No,0
CUST000765,Yes,1
CUST000766,No,0
CUST000767,No,0
CUST000768,No,0
CUST000769,No,0
CUST000770,No,0
CUST000771,Yes,1
CUST000772,No,0
CUST000773,No,0
CUST000774,Yes,1
CUST000775,No,0
CUST000776,Yes,1
CUST000777,No,0
CUST000778,No,0
CUST000779,No,0
CUST000780,No,0
CUST000781,Yes,1
CUST000782,No,0
CUST000783,No,0
CUST000784,Yes,1
CUST000785,No,0
CUST000786,No,0
CUST000787,No,0
CUST000788,No,0
CUST000789,No,0
CUST000790,No,0
CUST000791,Yes,1
CUST000792,No,0
CUST000793,No,0
CUST000794,No,0
CUST000795,Yes,1
CUST000796,No,0
CUST000797,No,0
CUST000798,No,0
CUST000799,No,0
CUST000800,No,0
CUST000801,No,0
CUST000802,Yes,1
CUST000803,Yes,1
CUST000804,No,0
CUST000805,No,0
CUST000806,No,0
CUST000807,No,0
CUST000808,No,0
CUST000809,No,0
CUST000810,No,0
CUST000811,No,0
CUST000812,No,0
CUST000813,Yes,1
CUST000814,No,0
CUST000815,No,0
CUST000816,Yes,1
CUST000817,No,0
CUST000818,No,0
CUST000819,Yes,1
CUST000820,No,0
CUST000821,No,0
CUST000822,Yes,1
CUST000823,No,0
CUST000824,Yes,1
CUST000825,No,0
CUST000826,No,0
CUST000827,No,0
CUST000828,No,0
CUST000829,No,0
CUST000830,No,0
CUST000831,Yes,1
CUST000832,No,0
CUST000833,Yes,1
CUST000834,Yes,1
CUST000835,Yes,1
CUST000836,Yes,1
CUST000837,No,0
CUST000838,No,0
CUST000839,No,0
CUST000840,No,0
CUST000841,Yes,1
CUST000842,No,0
CUST000843,Yes,1
CUST000844,No,0
CUST000845,No,0
CUST000846,No,0
CUST000847,Yes,1
CUST000848,No,0
CUST000849,No,0
CUST000850,No,0
CUST000851,Yes,1
CUST000852,No,0
CUST000853,Yes,1
CUST000854,No,0
CUST000855,No,0
CUST000856,Yes,1
CUST000857,Yes,1
CUST000858,No,0
CUST000859,Yes,1
CUST000860,Yes,1
CUST000861,No,0
CUST000862,No,0
CUST000863,No,0
CUST000864,Yes,1
CUST000865,No,0
CUST000866,No,0
CUST000867,No,0
CUST000868,No,0
CUST000869,No,0
CUST000870,No,0
CUST000871,No,0
CUST000872,No,0
CUST000873,No,0
CUST000874,No,0
CUST000875,Yes,1
CUST000876,Yes,1
CUST000877,No,0
CUST000878,No,0
CUST000879,Yes,1
CUST000880,Yes,1
CUST000881,Yes,1
CUST000882,No,0
CUST000883,Yes,1
CUST000884,No,0
CUST000885,No,0
CUST000886,Yes,1
CUST000887,No,0
CUST000888,No,0
CUST000889,Yes,1
CUST000890,Yes,1
CUST000891,No,0
CUST000892,No,0
CUST000893,No,0
CUST000894,No,0
CUST000895,No,0
CUST000896,No,0
CUST000897,Yes,1
CUST000898,No,0
CUST000899,Yes,1
CUST000900,Yes,1
CUST000901,No,0
CUST000902,Yes,1
CUST000903,No,0
CUST000904,No,0
CUST000905,No,0
CUST000906,No,0
CUST000907,No,0
CUST000908,Yes,1
CUST000909,Yes,1
CUST000910,Yes,1
CUST000911,No,0
CUST000912,No,0
CUST000913,No,0
CUST000914,No,0
CUST000915,No,0
CUST000916,Yes,1
CUST000917,No,0
CUST000918,No,0
CUST000919,No,0
CUST000920,Yes,1
CUST000921,No,0
CUST000922,No,0
CUST000923,No,0
CUST000924,No,0
CUST000925,No,0
CUST000926,Yes,1
CUST000927,No,0
CUST000928,No,0
CUST000929,No,0
CUST000930,No,0
CUST000931,No,0
CUST000932,No,0
CUST000933,No,0
CUST000934,No,0
CUST000935,No,0
CUST000936,Yes,1
CUST000937,Yes,1
CUST000938,No,0
CUST000939,Yes,1
CUST000940,No,0
CUST000941,No,0
CUST000942,No,0
CUST000943,No,0
CUST000944,No,0
CUST000945,Yes,1
CUST000946,Yes,1
CUST000947,Yes,1
CUST000948,No,0
CUST000949,No,0
CUST000950,No,0
CUST000951,No,0
CUST000952,No,0
CUST000953,Yes,1
CUST000954,No,0
CUST000955,No,0
CUST000956,No,0
CUST000957,No,0
CUST000958,Yes,1
CUST000959,Yes,1
CUST000960,No,0
CUST000961,Yes,1
CUST000962,No,0
CUST000963,Yes,1
CUST000964,No,0
CUST000965,No,0
CUST000966,Yes,1
CUST000967,No,0
CUST000968,No,0
CUST000969,Yes,1
CUST000970,No,0
CUST000971,No,0
CUST000972,No,0
CUST000973,No,0
CUST000974,No,0
CUST000975,Yes,1
CUST000976,Yes,1
CUST000977,No,0
CUST000978,Yes,1
CUST000979,No,0
CUST000980,No,0
CUST000981,Yes,1
CUST000982,No,0
CUST000983,Yes,1
CUST000984,Yes,1
CUST000985,No,0
CUST000986,No,0
CUST000987,No,0
CUST000988,No,0
CUST000989,No,0
CUST000990,No,0
CUST000991,No,0
CUST000992,No,0
CUST000993,Yes,1
CUST000994,No,0
CUST000995,Yes,1
CUST000996,Yes,1
CUST000997,No,0
CUST000998,Yes,1
CUST000999,No,0
CUST001000,No,0
CUST001001,No,0
CUST001002,No,0
CUST001003,No,0
CUST001004,No,0
CUST001005,No,0
CUST001006,No,0
CUST001007,No,0
CUST001008,No,0
CUST001009,Yes,1
CUST001010,No,0
CUST001011,Yes,1
CUST001012,No,0
CUST001013,No,0
CUST001014,No,0
CUST001015,No,0
CUST001016,No,0
CUST001017,No,0
CUST001018,No,0
CUST001019,No,0
CUST001020,Yes,1
CUST001021,No,0
CUST001022,No,0
CUST001023,No,0
CUST001024,No,0
CUST001025,No,0
CUST001026,No,0
CUST001027,No,0
CUST001028,No,0
CUST001029,Yes,1
CUST001030,No,0
CUST001031,Yes,1
CUST001032,No,0
CUST001033,Yes,1
CUST001034,Yes,1
CUST001035,Yes,1
CUST001036,No,0
CUST001037,No,0
CUST001038,No,0
CUST001039,Yes,1
CUST001040,Yes,1
CUST001041,Yes,1
CUST001042,No,0
CUST001043,Yes,1
CUST001044,No,0
CUST001045,No,0
CUST001046,No,0
CUST001047,Yes,1
CUST001048,Yes,1
CUST001049,No,0
CUST001050,Yes,1
CUST001051,No,0
CUST001052,No,0
CUST001053,No,0
CUST001054,No,0
CUST001055,No,0
CUST001056,No,0
CUST001057,No,0
CUST001058,Yes,1
CUST001059,No,0
CUST001060,No,0
CUST001061,No,0
CUST001062,No,0
CUST001063,No,0
CUST001064,No,0
CUST001065,No,0
CUST001066,No,0
CUST001067,No,0
CUST001068,Yes,1
CUST001069,No,0
CUST001070,No,0
CUST001071,Yes,1
CUST001072,No,0
CUST001073,Yes,1
CUST001074,Yes,1
CUST001075,No,0
CUST001076,No,0
CUST001077,Yes,1
CUST001078,No,0
CUST001079,Yes,1
CUST001080,No,0
CUST001081,No,0
CUST001082,Yes,1
CUST001083,No,0
CUST001084,No,0
CUST001085,No,0
CUST001086,No,0
CUST001087,No,0
CUST001088,Yes,1
CUST001089,No,0
CUST001090,Yes,1
CUST001091,No,0
CUST001092,No,0
CUST001093,No,0
CUST001094,No,0
CUST001095,Yes,1
CUST001096,Yes,1
CUST001097,No,0
CUST001098,No,0
CUST001099,No,0
CUST001100,No,0
CUST001101,Yes,1
CUST001102,No,0
CUST001103,No,0
CUST001104,No,0
CUST001105,No,0
CUST001106,Yes,1
CUST001107,No,0
CUST001108,No,0
CUST001109,No,0
CUST001110,Yes,1
CUST001111,No,0
CUST001112,Yes,1
CUST001113,Yes,1
CUST001114,Yes,1
CUST001115,No,0
CUST001116,No,0
CUST001117,Yes,1
CUST001118,No,0
CUST001119,No,0
CUST001120,Yes,1
CUST001121,No,0
CUST001122,No,0
CUST001123,No,0
CUST001124,No,0
CUST001125,No,0
CUST001126,No,0
CUST001127,No,0
CUST001128,Yes,1
CUST001129,Yes,1
CUST001130,Yes,1
CUST001131,No,0
CUST001132,No,0
CUST001133,Yes,1
CUST001134,Yes,1
CUST001135,No,0
CUST001136,Yes,1
CUST001137,No,0
CUST001138,No,0
CUST001139,No,0
CUST001140,Yes,1
CUST001141,No,0
CUST001142,No,0
CUST001143,No,0
CUST001144,No,0
CUST001145,Yes,1
CUST001146,No,0
CUST001147,No,0
CUST001148,No,0
CUST001149,No,0
CUST001150,No,0
CUST001151,No,0
CUST001152,No,0
CUST001153,No,0
CUST001154,No,0
CUST001155,No,0
CUST001156,No,0
CUST001157,Yes,1
CUST001158,No,0
CUST001159,No,0
CUST001160,Yes,1
CUST001161,No,0
CUST001162,Yes,1
CUST001163,Yes,1
CUST001164,No,0
CUST001165,Yes,1
CUST001166,No,0
CUST001167,No,0
CUST001168,No,0
CUST001169,Yes,1
CUST001170,No,0
CUST001171,No,0
CUST001172,No,0
CUST001173,No,0
CUST001174,No,0
CUST001175,Yes,1
CUST001176,No,0
CUST001177,No,0
CUST001178,Yes,1
CUST001179,No,0
CUST001180,No,0
CUST001181,No,0
CUST001182,No,0
CUST001183,No,0
CUST001184,No,0
CUST001185,Yes,1
CUST001186,No,0
CUST001187,No,0
CUST001188,Yes,1
CUST001189,Yes,1
CUST001190,No,0
CUST001191,No,0
CUST001192,No,0
CUST001193,Yes,1
CUST001194,No,0
CUST001195,Yes,1
CUST001196,No,0
CUST001197,No,0
CUST001198,No,0
CUST001199,No,0
CUST001200,Yes,1
CUST001201,No,0
CUST001202,Yes,1
CUST001203,Yes,1
CUST001204,Yes,1
CUST001205,No,0
CUST001206,No,0
CUST001207,No,0
CUST001208,No,0
CUST001209,Yes,1
CUST001210,No,0
CUST001211,No,0
CUST001212,Yes,1
CUST001213,Yes,1
CUST001214,No,0
CUST001215,No,0
CUST001216,No,0
CUST001217,Yes,1
CUST001218,No,0
CUST001219,No,0
CUST001220,No,0
CUST001221,No,0
CUST001222,Yes,1
CUST001223,No,0
CUST001224,No,0
CUST001225,Yes,1
CUST001226,No,0
CUST001227,Yes,1
CUST001228,No,0
CUST001229,No,0
CUST001230,No,0
CUST001231,No,0
CUST001232,No,0
CUST001233,Yes,1
CUST001234,Yes,1
CUST001235,No,0
CUST001236,No,0
CUST001237,No,0
CUST001238,No,0
CUST001239,No,0
CUST001240,Yes,1
CUST001241,No,0
CUST001242,No,0
CUST001243,No,0
CUST001244,No,0
CUST001245,No,0
CUST001246,No,0
CUST001247,Yes,1
CUST001248,Yes,1
CUST001249,No,0
CUST001250,No,0
CUST001251,No,0
CUST001252,Yes,1
CUST001253,Yes,1
CUST001254,No,0
CUST001255,No,0
CUST001256,No,0
CUST001257,Yes,1
CUST001258,No,0
CUST001259,Yes,1
CUST001260,No,0
CUST001261,Yes,1
CUST001262,No,0
CUST001263,No,0
CUST001264,Yes,1
CUST001265,Yes,1
CUST001266,Yes,1
CUST001267,No,0
CUST001268,No,0
CUST001269,No,0
CUST001270,No,0
CUST001271,No,0
CUST001272,No,0
CUST001273,No,0
CUST001274,Yes,1
CUST001275,No,0
CUST001276,Yes,1
CUST001277,No,0
CUST001278,No,0
CUST001279,Yes,1
CUST001280,No,0
CUST001281,No,0
CUST001282,No,0
CUST001283,No,0
CUST001284,Yes,1
CUST001285,No,0
CUST001286,No,0
CUST001287,Yes,1
CUST001288,No,0
CUST001289,Yes,1
CUST001290,No,0
CUST001291,No,0
CUST001292,No,0
CUST001293,No,0
CUST001294,No,0
CUST001295,No,0
CUST001296,No,0
CUST001297,Yes,1
CUST001298,Yes,1
CUST001299,No,0
CUST001300,No,0
CUST001301,Yes,1
CUST001302,No,0
CUST001303,Yes,1
CUST001304,No,0
CUST001305,No,0
CUST001306,No,0
CUST001307,No,0
CUST001308,No,0
CUST001309,No,0
CUST001310,No,0
CUST001311,No,0
CUST001312,No,0
CUST001313,No,0
CUST001314,No,0
CUST001315,No,0
CUST001316,No,0
CUST001317,No,0
CUST001318,No,0
CUST001319,Yes,1
